Outlet_ID,cqr_lower,cqr_upper
OUT_11317,916.982,1112.494
OUT_11318,922.5545,1077.8252
OUT_11319,70.67879,197.28831
OUT_11320,50.873814,181.6811
OUT_11321,288.51172,412.16458
OUT_11322,911.7697,1080.2878
OUT_11323,298.9632,429.4608
OUT_11324,78.95682,205.38799
OUT_11325,91.30556,200.12288
OUT_11326,294.7213,427.89163
OUT_11327,81.50786,197.8026
OUT_11328,911.7089,1070.8425
OUT_11329,77.31793,201.6483
OUT_11330,907.12195,1061.8118
OUT_11331,251.91353,411.3704
OUT_11332,89.47069,202.32901
OUT_11333,266.12384,449.6983
OUT_11334,89.32826,206.5792
OUT_11335,66.11528,191.48813
OUT_11336,261.61017,428.54013
OUT_11337,275.49976,425.97534
OUT_11338,256.9419,417.8174
OUT_11339,81.93742,201.63332
OUT_11340,250.48958,402.19986
OUT_11341,87.90584,205.86427
OUT_11342,289.5544,444.7834
OUT_11343,83.29233,202.93507
OUT_11344,48.136265,180.15924
OUT_11345,63.61382,187.19063
OUT_11346,265.56165,425.8104
OUT_11347,268.268,419.3641
OUT_11348,71.134705,190.90695
OUT_11349,88.75955,200.26204
OUT_11350,276.33722,392.0371
OUT_11351,55.832966,181.41283
OUT_11352,282.36298,421.95108
OUT_11353,75.232666,201.09389
OUT_11354,919.61383,1076.5778
OUT_11355,74.437256,198.6198
OUT_11356,90.158615,203.49475
OUT_11357,236.74873,406.40067
OUT_11358,92.22179,204.35457
OUT_11359,1969.9286,2135.7527
OUT_11360,267.17377,433.4714
OUT_11361,244.98042,418.45078
OUT_11362,293.68945,402.53555
OUT_11363,75.47424,197.29828
OUT_11364,64.05397,193.5984
OUT_11365,259.9712,410.5093
OUT_11366,73.24599,199.16629
OUT_11367,82.990585,207.59845
OUT_11368,1890.2964,2133.3186
OUT_11369,74.96724,195.60548
OUT_11370,88.43324,207.37247
OUT_11371,289.7143,429.671
OUT_11372,917.511,1117.9946
OUT_11373,262.70477,420.0774
OUT_11374,81.63905,202.89288
OUT_11375,270.8366,427.40985
OUT_11376,247.6393,393.3725
OUT_11377,62.053562,186.5128
OUT_11378,262.32367,446.57596
OUT_11379,85.01999,200.927
OUT_11380,82.45349,204.85156
OUT_11381,278.71417,403.23615
OUT_11382,76.80943,201.08951
OUT_11383,254.33278,404.1567
OUT_11384,261.46393,422.20776
OUT_11385,274.37128,413.46265
OUT_11386,293.12823,445.4687
OUT_11387,78.37169,197.91132
OUT_11388,293.5707,412.41507
OUT_11389,74.980606,195.81519
OUT_11390,53.026493,180.96555
OUT_11391,82.89026,202.84756
OUT_11392,845.7649,1060.2083
OUT_11393,56.7113,186.36977
OUT_11394,909.7293,1108.9258
OUT_11395,276.97955,483.48273
OUT_11396,295.39038,415.57904
OUT_11397,927.7708,1279.8333
OUT_11398,254.54243,429.32532
OUT_11399,70.844315,206.15466
OUT_11400,73.42679,198.096
OUT_11401,284.18683,430.78735
OUT_11402,83.5484,203.23488
OUT_11403,931.4751,1170.3539
OUT_11404,72.02722,196.18306
OUT_11405,69.00336,194.4708
OUT_11406,931.34515,1140.5132
OUT_11407,86.00581,199.94621
OUT_11408,81.7296,202.91142
OUT_11409,268.47644,396.07693
OUT_11410,263.21002,425.3292
OUT_11411,84.93585,200.82802
OUT_11412,33.740543,156.73419
OUT_11413,912.26105,1090.8365
OUT_11414,86.250046,199.76208
OUT_11415,61.68739,204.11452
OUT_11416,931.4442,1140.3041
OUT_11417,87.471054,203.67072
OUT_11418,73.79439,198.95993
OUT_11419,84.69212,202.23824
OUT_11420,230.49416,362.81293
OUT_11421,906.3289,1068.5117
OUT_11422,273.15125,403.97073
OUT_11423,249.65852,412.9465
OUT_11424,276.91028,411.61563
OUT_11425,95.53531,212.96144
OUT_11426,1857.865,2132.9143
OUT_11427,297.40057,445.24426
OUT_11428,265.2823,424.69357
OUT_11429,76.85127,194.71947
OUT_11430,65.55348,204.76985
OUT_11431,253.94545,413.00818
OUT_11432,294.83844,426.42334
OUT_11433,81.93135,200.41849
OUT_11434,921.7293,1101.7418
OUT_11435,75.4003,204.2973
OUT_11436,84.50833,205.23624
OUT_11437,925.60144,1115.4113
OUT_11438,915.2061,1061.8367
OUT_11439,264.71698,431.90558
OUT_11440,81.19032,204.25046
OUT_11441,92.28969,203.96255
OUT_11442,42.586056,169.6459
OUT_11443,78.715225,196.81528
OUT_11444,41.02213,146.15096
OUT_11445,72.982956,189.4287
OUT_11446,264.59204,426.87497
OUT_11447,931.50836,1257.1317
OUT_11448,64.92403,182.26913
OUT_11449,261.81,414.08878
OUT_11450,57.629894,184.82104
OUT_11451,79.42885,202.98734
OUT_11452,94.382034,216.75749
OUT_11453,263.33813,439.57904
OUT_11454,259.16388,411.55637
OUT_11455,286.7652,434.24515
OUT_11456,76.59279,195.0798
OUT_11457,251.55757,411.3704
OUT_11458,924.32684,1143.6095
OUT_11459,65.390015,188.78708
OUT_11460,1904.9521,2140.6858
OUT_11461,78.50368,196.88196
OUT_11462,85.797195,200.19173
OUT_11463,39.02335,160.25928
OUT_11464,283.22174,432.17514
OUT_11465,1900.2078,2135.1584
OUT_11466,81.81485,207.07927
OUT_11467,64.69615,183.26938
OUT_11468,257.2752,444.0923
OUT_11469,88.77284,201.71124
OUT_11470,51.83227,173.59032
OUT_11471,265.4325,449.65582
OUT_11472,80.03294,205.27306
OUT_11473,291.71082,441.05426
OUT_11474,74.34653,205.37102
OUT_11475,928.8521,1118.643
OUT_11476,53.54172,184.34534
OUT_11477,78.36618,198.48282
OUT_11478,78.128586,204.71005
OUT_11479,251.57893,403.88754
OUT_11480,68.23163,192.35114
OUT_11481,71.45596,188.29707
OUT_11482,242.54848,364.90698
OUT_11483,257.9389,412.9898
OUT_11484,257.70013,405.32666
OUT_11485,60.953213,191.64658
OUT_11486,267.88873,434.3054
OUT_11487,256.14142,411.3704
OUT_11488,246.75783,408.75638
OUT_11489,298.03827,430.20023
OUT_11490,243.51271,392.82928
OUT_11491,289.89685,426.7783
OUT_11492,264.8404,440.7114
OUT_11493,261.391,412.84546
OUT_11494,72.094925,198.07254
OUT_11495,274.63226,427.10358
OUT_11496,67.70476,198.75964
OUT_11497,1902.0322,2141.9724
OUT_11498,66.267456,190.97337
OUT_11499,90.52608,216.03943
OUT_11500,900.6586,1098.0352
OUT_11501,53.71049,170.02501
OUT_11502,869.93823,1098.7229
OUT_11503,250.1006,360.80817
OUT_11504,916.9049,1135.6146
OUT_11505,88.13298,209.59357
OUT_11506,295.54333,431.36185
OUT_11507,69.058395,192.91574
OUT_11508,281.42798,406.46408
OUT_11509,61.47578,187.65514
OUT_11510,237.03981,359.92764
OUT_11511,290.0454,427.44327
OUT_11512,916.4634,1062.0203
OUT_11513,241.8348,404.39346
OUT_11514,42.43031,147.5339
OUT_11515,915.0879,1130.2622
OUT_11516,82.285934,205.27844
OUT_11517,262.94714,447.8908
OUT_11518,81.69554,201.77203
OUT_11519,33.793995,149.87529
OUT_11520,253.8304,419.2195
OUT_11521,77.22473,202.40115
OUT_11522,258.13757,410.97693
OUT_11523,926.66315,1129.5991
OUT_11524,75.088165,194.8997
OUT_11525,89.44432,201.62297
OUT_11526,69.464645,183.0338
OUT_11527,89.66795,206.41347
OUT_11528,74.71684,199.18657
OUT_11529,73.673325,189.07634
OUT_11530,58.820827,188.23065
OUT_11531,216.93477,409.81287
OUT_11532,912.2643,1087.3116
OUT_11533,69.68817,193.47646
OUT_11534,924.4648,1089.9066
OUT_11535,278.24194,424.63876
OUT_11536,264.3999,410.91702
OUT_11537,81.571,200.40593
OUT_11538,78.57524,200.92267
OUT_11539,246.8597,399.17072
OUT_11540,915.5324,1082.4082
OUT_11541,283.3764,425.36044
OUT_11542,92.90172,205.53252
OUT_11543,82.898056,204.75339
OUT_11544,62.409313,187.97972
OUT_11545,929.3626,1115.9844
OUT_11546,73.38893,199.3365
OUT_11547,900.4451,1051.2196
OUT_11548,72.5224,196.34808
OUT_11549,256.78406,423.34506
OUT_11550,76.72836,198.29242
OUT_11551,71.97934,198.0494
OUT_11552,76.7917,202.34326
OUT_11553,85.54759,201.47388
OUT_11554,79.43628,200.79128
OUT_11555,55.4668,183.5038
OUT_11556,87.38133,203.19649
OUT_11557,261.60107,440.49963
OUT_11558,68.82817,191.54192
OUT_11559,909.41656,1090.2643
OUT_11560,261.00995,425.03323
OUT_11561,70.98764,193.75902
OUT_11562,88.32408,198.2794
OUT_11563,927.9988,1138.9622
OUT_11564,79.682144,207.02426
OUT_11565,259.4855,471.48578
OUT_11566,72.79198,194.488
OUT_11567,915.5017,1074.4104
OUT_11568,73.09924,199.78679
OUT_11569,896.96783,1058.0717
OUT_11570,60.224964,187.37288
OUT_11571,252.44081,395.58566
OUT_11572,87.40575,202.61182
OUT_11573,228.27074,342.49942
OUT_11574,251.26765,402.25766
OUT_11575,70.681335,199.34175
OUT_11576,288.5418,430.71188
OUT_11577,77.85939,198.99629
OUT_11578,280.11975,482.47906
OUT_11579,77.659256,198.19672
OUT_11580,83.24097,201.16118
OUT_11581,65.2899,197.05621
OUT_11582,90.51985,204.88664
OUT_11583,236.615,408.55334
OUT_11584,912.64844,1065.9653
OUT_11585,295.42755,410.15683
OUT_11586,83.18443,208.93626
OUT_11587,254.8127,414.7473
OUT_11588,1904.3442,2139.033
OUT_11589,256.6255,426.87048
OUT_11590,1898.5994,2137.964
OUT_11591,74.34395,198.02948
OUT_11592,75.732544,197.66623
OUT_11593,76.99721,197.83948
OUT_11594,68.1201,193.2685
OUT_11595,26.157734,146.3857
OUT_11596,65.64523,192.52264
OUT_11597,74.423355,197.208
OUT_11598,270.44757,430.36438
OUT_11599,913.0809,1052.3693
OUT_11600,54.36778,185.15202
OUT_11601,922.6075,1111.617
OUT_11602,75.9949,207.01297
OUT_11603,93.10179,221.19875
OUT_11604,73.94426,198.71916
OUT_11605,2029.2313,2130.125
OUT_11606,294.06293,411.3704
OUT_11607,271.15485,430.1651
OUT_11608,59.5529,200.96825
OUT_11609,78.89549,202.3921
OUT_11610,81.55792,208.34055
OUT_11611,891.5982,1126.9208
OUT_11612,74.71478,198.32123
OUT_11613,906.7386,1136.4055
OUT_11614,77.06308,202.48062
OUT_11615,229.37422,393.7274
OUT_11616,293.26392,426.18658
OUT_11617,246.32173,447.38077
OUT_11618,276.85846,411.091
OUT_11619,1761.3594,2113.733
OUT_11620,95.80397,208.53473
OUT_11621,77.897446,201.59943
OUT_11622,924.62286,1069.3649
OUT_11623,84.30261,201.71803
OUT_11624,54.00446,185.81483
OUT_11625,70.03119,195.47562
OUT_11626,69.400055,195.25371
OUT_11627,89.95589,206.45732
OUT_11628,266.1671,421.10852
OUT_11629,71.35895,205.58374
OUT_11630,886.3239,1081.9254
OUT_11631,294.41254,437.8715
OUT_11632,261.38678,411.55637
OUT_11633,925.279,1088.9248
OUT_11634,51.18619,180.97499
OUT_11635,73.67787,197.47545
OUT_11636,1991.4169,2133.7488
OUT_11637,914.78845,1088.1616
OUT_11638,73.50496,202.40799
OUT_11639,84.88881,207.7298
OUT_11640,295.29425,452.1478
OUT_11641,71.00647,189.52744
OUT_11642,916.6392,1113.3287
OUT_11643,928.6378,1100.86
OUT_11644,1899.2847,2138.3005
OUT_11645,81.43463,202.19562
OUT_11646,913.2119,1062.9536
OUT_11647,74.48372,198.2092
OUT_11648,263.49854,438.5554
OUT_11649,90.379135,201.77815
OUT_11650,75.45593,193.03757
OUT_11651,70.14494,190.40205
OUT_11652,929.1487,1139.5804
OUT_11653,76.40671,202.30473
OUT_11654,72.879364,200.10677
OUT_11655,68.53876,192.66628
OUT_11656,71.0632,195.5416
OUT_11657,87.11049,203.53674
OUT_11658,82.595566,203.56546
OUT_11659,61.5872,188.91522
OUT_11660,71.308685,192.38931
OUT_11661,80.28548,200.39665
OUT_11662,912.6445,1128.7024
OUT_11663,63.975506,188.10497
OUT_11664,78.126785,202.77347
OUT_11665,1984.5463,2134.6108
OUT_11666,915.63214,1066.1165
OUT_11667,253.75423,408.76248
OUT_11668,248.23708,392.86728
OUT_11669,58.091335,184.90285
OUT_11670,77.835495,218.9635
OUT_11671,75.71544,201.25801
OUT_11672,943.4798,1160.2954
OUT_11673,254.10457,416.9686
OUT_11674,941.9878,1192.9888
OUT_11675,70.83266,200.2745
OUT_11676,268.25446,419.3641
OUT_11677,72.13097,196.00398
OUT_11678,56.072956,187.40366
OUT_11679,69.09659,186.64471
OUT_11680,913.6113,1080.4906
OUT_11681,247.08125,416.4882
OUT_11682,65.71648,189.0094
OUT_11683,912.8467,1106.5688
OUT_11684,67.26184,193.25433
OUT_11685,60.35818,184.29636
OUT_11686,901.76575,1148.943
OUT_11687,93.3159,203.20294
OUT_11688,930.47266,1198.0636
OUT_11689,249.75105,425.3502
OUT_11690,86.47392,202.45366
OUT_11691,83.845,207.92908
OUT_11692,922.8197,1115.8917
OUT_11693,279.6964,422.18344
OUT_11694,69.717804,194.12999
OUT_11695,81.168304,196.24335
OUT_11696,915.64545,1105.2823
OUT_11697,1898.6792,2137.881
OUT_11698,93.08214,313.08383
OUT_11699,286.41144,409.19492
OUT_11700,84.53848,200.65923
OUT_11701,85.55388,202.09601
OUT_11702,261.55188,429.28806
OUT_11703,76.36157,200.32123
OUT_11704,914.7553,1090.7909
OUT_11705,88.583755,324.6243
OUT_11706,73.85959,200.28856
OUT_11707,283.25433,413.09042
OUT_11708,75.15808,201.10419
OUT_11709,70.39021,192.59306
OUT_11710,59.666027,184.55772
OUT_11711,263.14893,433.2722
OUT_11712,97.38231,208.48997
OUT_11713,288.07666,432.9726
OUT_11714,72.33635,198.457
OUT_11715,285.0069,415.84137
OUT_11716,265.09253,422.73685
OUT_11717,904.6641,1064.3949
OUT_11718,266.2865,441.54538
OUT_11719,254.5771,435.63406
OUT_11720,1897.8896,2136.444
OUT_11721,292.74542,415.0603
OUT_11722,66.84166,187.97171
OUT_11723,78.34044,202.48703
OUT_11724,80.280396,202.6201
OUT_11725,86.62523,206.54704
OUT_11726,83.29555,207.50479
OUT_11727,247.25655,396.31247
OUT_11728,70.19591,191.27159
OUT_11729,77.40964,202.11794
OUT_11730,89.74272,210.37662
OUT_11731,65.7646,189.19318
OUT_11732,65.4874,191.97061
OUT_11733,916.92865,1080.9536
OUT_11734,78.58049,203.12637
OUT_11735,69.39546,195.62943
OUT_11736,71.736404,192.96815
OUT_11737,69.96272,194.97594
OUT_11738,83.75128,202.99315
OUT_11739,50.025723,189.652
OUT_11740,71.36714,195.6406
OUT_11741,90.61034,207.17023
OUT_11742,278.97473,409.34344
OUT_11743,244.64497,422.61484
OUT_11744,76.26181,200.71309
OUT_11745,73.48476,193.1068
OUT_11746,917.7845,1072.8931
OUT_11747,286.1256,428.3394
OUT_11748,91.80437,200.80257
OUT_11749,275.90094,403.5401
OUT_11750,252.31593,421.2615
OUT_11751,82.96916,203.0698
OUT_11752,69.79271,191.72168
OUT_11753,264.94733,428.1548
OUT_11754,66.82654,198.1221
OUT_11755,844.40125,1061.776
OUT_11756,78.19243,187.1358
OUT_11757,504.82687,1073.7709
OUT_11758,63.79597,180.71771
OUT_11759,71.004715,190.04097
OUT_11760,45.269207,163.51758
OUT_11761,267.60864,424.19476
OUT_11762,919.0712,1098.1533
OUT_11763,294.25745,430.26178
OUT_11764,251.75337,410.34262
OUT_11765,71.43538,194.96426
OUT_11766,84.74957,203.37341
OUT_11767,1856.1814,2145.2021
OUT_11768,74.517044,195.99158
OUT_11769,907.8226,1078.682
OUT_11770,1897.0974,2135.8376
OUT_11771,285.4572,425.18784
OUT_11772,265.6491,442.31754
OUT_11773,73.220566,197.33879
OUT_11774,52.642735,182.39674
OUT_11775,269.63333,435.82178
OUT_11776,75.36006,190.62917
OUT_11777,77.40268,193.3731
OUT_11778,83.027725,197.07631
OUT_11779,68.93091,188.47708
OUT_11780,927.40906,1104.6875
OUT_11781,74.64847,200.20923
OUT_11782,92.28383,214.9461
OUT_11783,234.63045,409.1638
OUT_11784,264.125,412.22388
OUT_11785,69.368256,197.92418
OUT_11786,71.074875,197.2469
OUT_11787,74.65845,198.71162
OUT_11788,1971.4237,2139.0454
OUT_11789,925.3709,1117.5505
OUT_11790,229.691,354.75958
OUT_11791,916.75116,1057.3885
OUT_11792,262.81512,412.73077
OUT_11793,82.23486,198.21997
OUT_11794,81.12314,199.84564
OUT_11795,80.68477,196.7895
OUT_11796,255.20454,409.4736
OUT_11797,908.4628,1082.1512
OUT_11798,292.20996,417.96408
OUT_11799,288.88092,411.55637
OUT_11800,261.1004,411.3704
OUT_11801,254.09462,392.6813
OUT_11802,90.47267,201.40288
OUT_11803,82.72264,207.3142
OUT_11804,2047.4852,2137.9595
OUT_11805,90.11342,214.75836
OUT_11806,64.39783,188.27003
OUT_11807,267.01935,441.17398
OUT_11808,297.23816,431.24466
OUT_11809,80.46901,203.64128
OUT_11810,71.08835,193.70116
OUT_11811,89.26073,222.05501
OUT_11812,80.57503,199.72191
OUT_11813,259.83398,411.55637
OUT_11814,263.1427,438.84024
OUT_11815,74.75621,196.73381
OUT_11816,903.8615,1103.0168
OUT_11817,259.38544,439.4084
OUT_11818,61.95442,188.39574
OUT_11819,912.77686,1121.9518
OUT_11820,928.30646,1110.8212
OUT_11821,79.929474,227.07642
OUT_11822,77.27446,201.29308
OUT_11823,928.68097,1123.1942
OUT_11824,280.39172,421.03113
OUT_11825,230.68733,355.4121
OUT_11826,78.72398,201.53679
OUT_11827,78.61386,197.423
OUT_11828,72.14899,197.0518
OUT_11829,78.61252,201.55399
OUT_11830,72.74788,200.65695
OUT_11831,75.24144,197.39763
OUT_11832,69.00972,203.68417
OUT_11833,264.5877,428.3394
OUT_11834,261.4536,433.51114
OUT_11835,54.681286,185.72008
OUT_11836,80.10637,204.16187
OUT_11837,292.79974,430.16592
OUT_11838,240.77388,365.07086
OUT_11839,87.738266,201.03722
OUT_11840,45.68829,165.2896
OUT_11841,62.54903,188.74232
OUT_11842,258.69116,409.24063
OUT_11843,1895.0645,2132.3367
OUT_11844,68.53337,186.23573
OUT_11845,479.6782,1047.972
OUT_11846,78.62308,202.03247
OUT_11847,247.39766,417.827
OUT_11848,902.4958,1039.0094
OUT_11849,60.290195,184.66687
OUT_11850,75.22798,197.51004
OUT_11851,82.97955,202.2709
OUT_11852,915.9546,1068.7886
OUT_11853,1976.139,2133.652
OUT_11854,73.51526,198.81384
OUT_11855,277.82147,412.45297
OUT_11856,238.24367,426.84973
OUT_11857,923.62384,1060.908
OUT_11858,263.58783,420.74768
OUT_11859,921.28503,1114.3594
OUT_11860,65.83804,188.59077
OUT_11861,251.35384,443.40353
OUT_11862,231.31502,393.07156
OUT_11863,76.176056,202.79922
OUT_11864,68.543686,194.24466
OUT_11865,72.8584,196.10356
OUT_11866,264.65704,448.4559
OUT_11867,87.96669,201.01929
OUT_11868,909.2735,1088.55
OUT_11869,68.60344,195.8262
OUT_11870,294.91083,432.9726
OUT_11871,68.14174,191.97269
OUT_11872,258.86383,410.5978
OUT_11873,70.031555,196.07082
OUT_11874,68.84465,197.7906
OUT_11875,292.38654,432.93286
OUT_11876,249.42589,365.61414
OUT_11877,81.144775,200.35437
OUT_11878,67.649826,193.45558
OUT_11879,294.89062,431.84402
OUT_11880,79.50603,198.72343
OUT_11881,281.1388,404.14612
OUT_11882,210.822,396.0425
OUT_11883,930.65344,1195.9927
OUT_11884,72.115585,197.65181
OUT_11885,257.77893,447.47214
OUT_11886,286.336,448.83926
OUT_11887,75.41904,199.2636
OUT_11888,94.8394,218.30127
OUT_11889,259.61755,425.88138
OUT_11890,85.55954,200.88394
OUT_11891,75.33984,193.99255
OUT_11892,79.96208,205.04773
OUT_11893,75.402725,197.7385
OUT_11894,854.862,1067.8379
OUT_11895,79.79219,202.0218
OUT_11896,69.794174,195.17468
OUT_11897,909.02167,1075.7334
OUT_11898,912.3838,1058.0347
OUT_11899,77.73552,201.30595
OUT_11900,926.0734,1097.4722
OUT_11901,63.225483,188.63385
OUT_11902,74.578735,201.66547
OUT_11903,69.155655,188.27324
OUT_11904,82.149734,202.77275
OUT_11905,93.29094,211.40079
OUT_11906,81.53453,200.69672
OUT_11907,70.112946,197.4304
OUT_11908,93.8694,210.2453
OUT_11909,908.72626,1084.223
OUT_11910,258.19055,414.27475
OUT_11911,910.05945,1070.3914
OUT_11912,294.9168,449.96268
OUT_11913,88.82893,205.01921
OUT_11914,285.25214,419.9535
OUT_11915,87.40454,198.48282
OUT_11916,67.74869,192.31769
OUT_11917,77.68544,216.14883
OUT_11918,54.06725,189.35031
OUT_11919,46.540745,177.94247
OUT_11920,908.86774,1075.7748
OUT_11921,68.238144,196.52467
OUT_11922,913.7534,1101.4081
OUT_11923,83.64159,198.98335
OUT_11924,80.908844,204.45981
OUT_11925,63.830677,184.87384
OUT_11926,78.91487,198.33134
OUT_11927,79.13425,200.20824
OUT_11928,68.69383,191.68198
OUT_11929,916.4991,1074.2772
OUT_11930,82.89755,198.03876
OUT_11931,68.93677,197.5431
OUT_11932,92.77461,212.47768
OUT_11933,81.90405,203.76175
OUT_11934,292.84424,439.53516
OUT_11935,87.880905,207.35721
OUT_11936,80.06717,198.27927
OUT_11937,54.30672,187.31732
OUT_11938,83.22554,201.41754
OUT_11939,280.03876,409.69992
OUT_11940,293.037,418.3328
OUT_11941,70.62865,197.92332
OUT_11942,294.216,425.9939
OUT_11943,907.39716,1074.7319
OUT_11944,909.7053,1053.788
OUT_11945,79.39633,203.73953
OUT_11946,62.16422,183.47784
OUT_11947,258.0699,427.68353
OUT_11948,47.285336,162.48058
OUT_11949,1903.6753,2141.4834
OUT_11950,1952.167,2126.2354
OUT_11951,919.7198,1086.3298
OUT_11952,71.48407,195.12659
OUT_11953,88.55623,206.65265
OUT_11954,259.6197,444.9236
OUT_11955,78.19951,203.69011
OUT_11956,65.50041,189.34773
OUT_11957,83.938614,201.19527
OUT_11958,929.0846,1100.4327
OUT_11959,77.76756,197.1199
OUT_11960,909.4825,1162.9229
OUT_11961,928.6198,1068.1592
OUT_11962,288.10657,412.22015
OUT_11963,916.4808,1097.8843
OUT_11964,91.43895,201.24693
OUT_11965,263.45483,411.11865
OUT_11966,79.42078,204.56474
OUT_11967,71.160934,197.88446
OUT_11968,916.0538,1068.1833
OUT_11969,925.27094,1108.5908
OUT_11970,914.21155,1084.5688
OUT_11971,56.787426,182.61884
OUT_11972,295.1372,429.12427
OUT_11973,84.77431,206.97668
OUT_11974,83.616394,195.74866
OUT_11975,264.87823,426.31296
OUT_11976,921.39905,1115.7593
OUT_11977,83.41493,206.5141
OUT_11978,289.50275,414.1657
OUT_11979,88.75252,204.86983
OUT_11980,71.53471,197.47694
OUT_11981,1895.7451,2131.7703
OUT_11982,74.28389,199.38074
OUT_11983,266.2041,429.10513
OUT_11984,74.952255,202.42609
OUT_11985,77.64902,203.8273
OUT_11986,252.48302,427.87616
OUT_11987,293.3742,430.5971
OUT_11988,236.69624,391.80725
OUT_11989,265.0169,436.64502
OUT_11990,63.474293,189.01863
OUT_11991,256.00806,442.3403
OUT_11992,246.19978,408.44888
OUT_11993,263.02777,420.13947
OUT_11994,79.43457,203.84032
OUT_11995,228.96748,394.94476
OUT_11996,295.35364,435.0314
OUT_11997,75.69412,196.59105
OUT_11998,290.14307,425.03323
OUT_11999,82.37036,205.21292
OUT_12000,264.18152,429.8596
OUT_12001,89.05614,206.83092
OUT_12002,267.8833,435.6485
OUT_12003,267.1552,416.3729
OUT_12004,1892.3618,2126.2961
OUT_12005,70.728195,193.9662
OUT_12006,267.1042,427.89163
OUT_12007,294.18127,429.7783
OUT_12008,893.487,1084.3777
OUT_12009,63.478153,185.92142
OUT_12010,79.086426,205.14297
OUT_12011,77.28726,201.93924
OUT_12012,908.6605,1111.8508
OUT_12013,263.0744,423.34796
OUT_12014,74.280075,186.66127
OUT_12015,930.2756,1129.5991
OUT_12016,74.80887,202.02211
OUT_12017,88.33675,207.29253
OUT_12018,68.51581,194.93193
OUT_12019,78.1581,210.06056
OUT_12020,62.85371,193.70618
OUT_12021,246.7447,408.435
OUT_12022,259.62726,423.11795
OUT_12023,68.2946,195.55017
OUT_12024,75.03221,195.14029
OUT_12025,81.7834,209.23557
OUT_12026,1850.3469,2141.8503
OUT_12027,72.65593,194.22282
OUT_12028,290.95325,404.3321
OUT_12029,80.58684,205.41579
OUT_12030,928.3276,1160.3755
OUT_12031,83.524826,205.18542
OUT_12032,261.80023,413.1547
OUT_12033,257.99792,403.89822
OUT_12034,61.027493,184.96335
OUT_12035,290.51367,441.43594
OUT_12036,927.81085,1093.051
OUT_12037,81.35741,201.59346
OUT_12038,63.88151,185.46727
OUT_12039,82.764145,207.45073
OUT_12040,99.90016,219.90598
OUT_12041,296.44446,428.69608
OUT_12042,281.13446,429.66348
OUT_12043,273.90607,415.44684
OUT_12044,82.6263,201.55766
OUT_12045,287.15717,412.91666
OUT_12046,83.13237,202.05862
OUT_12047,80.40596,199.3198
OUT_12048,70.05264,192.07031
OUT_12049,926.26434,1082.4641
OUT_12050,75.04155,199.64192
OUT_12051,69.10541,186.60347
OUT_12052,88.37233,219.67157
OUT_12053,37.737225,177.15901
OUT_12054,265.37463,412.85962
OUT_12055,927.5169,1132.4889
OUT_12056,83.20799,203.92258
OUT_12057,84.36748,207.51147
OUT_12058,934.37787,1263.3073
OUT_12059,44.118763,156.79141
OUT_12060,1893.1973,2119.7888
OUT_12061,82.37271,203.26869
OUT_12062,249.964,436.62845
OUT_12063,256.81555,456.46863
OUT_12064,288.63794,439.3214
OUT_12065,77.653076,200.54782
OUT_12066,69.27475,190.08037
OUT_12067,74.57454,197.43105
OUT_12068,82.724625,205.45305
OUT_12069,73.21867,192.76575
OUT_12070,264.01788,411.55637
OUT_12071,510.34286,1177.9637
OUT_12072,69.668655,195.59995
OUT_12073,81.95714,204.5151
OUT_12074,922.4551,1123.6056
OUT_12075,81.163086,206.26476
OUT_12076,78.548035,201.26358
OUT_12077,76.02481,202.22557
OUT_12078,78.452835,202.30011
OUT_12079,64.69707,199.88692
OUT_12080,66.69173,188.37012
OUT_12081,923.3377,1080.8905
OUT_12082,235.15498,395.3997
OUT_12083,909.18585,1088.1694
OUT_12084,286.3287,410.07056
OUT_12085,72.2865,199.08961
OUT_12086,71.38141,198.23323
OUT_12087,66.1978,190.70166
OUT_12088,87.207565,206.52663
OUT_12089,72.42038,205.38838
OUT_12090,285.5722,425.03323
OUT_12091,897.54425,1056.625
OUT_12092,32.491024,145.74815
OUT_12093,80.8763,201.34792
OUT_12094,67.93364,194.71631
OUT_12095,267.72034,427.16016
OUT_12096,291.7776,423.82715
OUT_12097,95.26886,209.54945
OUT_12098,294.01154,437.675
OUT_12099,76.707825,202.286
OUT_12100,80.50911,204.58745
OUT_12101,86.465866,202.12221
OUT_12102,66.62741,197.14554
OUT_12103,76.62697,202.21245
OUT_12104,80.61548,204.36984
OUT_12105,78.65709,198.96895
OUT_12106,71.81566,193.00197
OUT_12107,78.20813,205.33772
OUT_12108,2009.4789,2137.3254
OUT_12109,256.4964,411.7652
OUT_12110,255.07448,410.08414
OUT_12111,87.26454,200.63187
OUT_12112,79.31171,198.9734
OUT_12113,903.6946,1042.9331
OUT_12114,71.776566,197.06027
OUT_12115,932.4742,1224.0648
OUT_12116,253.85127,413.38596
OUT_12117,67.50163,183.96104
OUT_12118,293.16907,429.41718
OUT_12119,67.88394,192.9042
OUT_12120,268.62634,428.75546
OUT_12121,295.8639,445.44107
OUT_12122,75.39093,195.65694
OUT_12123,260.8684,418.6471
OUT_12124,297.1375,446.20758
OUT_12125,286.7464,422.08533
OUT_12126,63.373646,184.8257
OUT_12127,70.79416,199.57599
OUT_12128,289.1109,412.16458
OUT_12129,59.318317,181.86342
OUT_12130,85.31169,203.00163
OUT_12131,1896.4578,2137.3113
